parameterization,date,smoothed_dpi,smoothed_pai
Uribe-A mode 6,1960.25,-0.0636356822919135,1.16611643440461
Uribe-A mode 6,1960.5,-0.059916940187016,1.1024807521127
Uribe-A mode 6,1960.75,-0.111588848470451,1.04256381192569
Uribe-A mode 6,1961,-0.0247469791899061,0.930974963455235
Uribe-A mode 6,1961.25,-0.00650820174043977,0.906227984265328
Uribe-A mode 6,1961.5,0.0126349107261544,0.899719782524889
Uribe-A mode 6,1961.75,0.0859093187636746,0.912354693251043
Uribe-A mode 6,1962,0.0165769091818817,0.998264012014718
Uribe-A mode 6,1962.25,-0.0180928922342541,1.0148409211966
Uribe-A mode 6,1962.5,0.014794357355571,0.996748028962345
Uribe-A mode 6,1962.75,-0.0211886065026246,1.01154238631792
Uribe-A mode 6,1963,0.0116937812651948,0.990353779815292
Uribe-A mode 6,1963.25,-0.00829492312258421,1.00204756108049
Uribe-A mode 6,1963.5,0.0684644135342944,0.993752637957902
Uribe-A mode 6,1963.75,0.0161527202160571,1.0622170514922
Uribe-A mode 6,1964,0.015910987206907,1.07836977170825
Uribe-A mode 6,1964.25,-0.0110218570376421,1.09428075891516
Uribe-A mode 6,1964.5,0.0160779676863548,1.08325890187752
Uribe-A mode 6,1964.75,-0.00765533462184532,1.09933686956387
Uribe-A mode 6,1965,0.0788371558442592,1.09168153494203
Uribe-A mode 6,1965.25,0.00239274021957122,1.17051869078629
Uribe-A mode 6,1965.5,0.0380905732936216,1.17291143100586
Uribe-A mode 6,1965.75,0.0672833880788265,1.21100200429948
Uribe-A mode 6,1966,0.0968697391612279,1.27828539237831
Uribe-A mode 6,1966.25,0.037755175438088,1.37515513153953
Uribe-A mode 6,1966.5,0.0676717701519241,1.41291030697762
Uribe-A mode 6,1966.75,0.0148179136915694,1.48058207712955
Uribe-A mode 6,1967,-0.0657564559765496,1.49539999082112
Uribe-A mode 6,1967.25,-0.0564507834575752,1.42964353484457
Uribe-A mode 6,1967.5,0.0638323942658109,1.37319275138699
Uribe-A mode 6,1967.75,0.0703335301287164,1.4370251456528
Uribe-A mode 6,1968,0.112681676804181,1.50735867578152
Uribe-A mode 6,1968.25,0.134509284739769,1.6200403525857
Uribe-A mode 6,1968.5,-0.000820573878180408,1.75454963732547
Uribe-A mode 6,1968.75,0.0160535931810198,1.75372906344729
Uribe-A mode 6,1969,0.0886845868684184,1.76978265662831
Uribe-A mode 6,1969.25,0.160337320416497,1.85846724349673
Uribe-A mode 6,1969.5,0.0739539248180317,2.01880456391322
Uribe-A mode 6,1969.75,-0.0260434358102582,2.09275848873125
Uribe-A mode 6,1970,-0.0312289662586249,2.066715052921
Uribe-A mode 6,1970.25,-0.0608224888419509,2.03548608666237
Uribe-A mode 6,1970.5,-0.0954897827425622,1.97466359782042
Uribe-A mode 6,1970.75,-0.106939774879272,1.87917381507786
Uribe-A mode 6,1971,-0.0519489304184497,1.77223404019859
Uribe-A mode 6,1971.25,0.0423507169935112,1.72028510978014
Uribe-A mode 6,1971.5,0.0448503467310832,1.76263582677365
Uribe-A mode 6,1971.75,-0.108276778501888,1.80748617350473
Uribe-A mode 6,1972,-0.08311392187531,1.69920939500284
Uribe-A mode 6,1972.25,0.0815408257021687,1.61609547312753
Uribe-A mode 6,1972.5,0.0483482549075734,1.6976362988297
Uribe-A mode 6,1972.75,0.109083173850483,1.74598455373728
Uribe-A mode 6,1973,0.230416195908566,1.85506772758776
Uribe-A mode 6,1973.25,0.203596156072713,2.08548392349632
Uribe-A mode 6,1973.5,0.317538990851691,2.28908007956904
Uribe-A mode 6,1973.75,0.0600345452286577,2.60661907042073
Uribe-A mode 6,1974,0.00681926266298482,2.66665361564939
Uribe-A mode 6,1974.25,0.295557009348089,2.67347287831237
Uribe-A mode 6,1974.5,0.121033193898222,2.96902988766046
Uribe-A mode 6,1974.75,-0.249962655421048,3.09006308155868
Uribe-A mode 6,1975,-0.376529443245423,2.84010042613764
Uribe-A mode 6,1975.25,-0.164237590234004,2.46357098289221
Uribe-A mode 6,1975.5,0.00879000868393272,2.29933339265821
Uribe-A mode 6,1975.75,-0.151510029184371,2.30812340134214
Uribe-A mode 6,1976,-0.103189880199363,2.15661337215777
Uribe-A mode 6,1976.25,-0.0149202767301055,2.05342349195841
Uribe-A mode 6,1976.5,0.00848067821598615,2.0385032152283
Uribe-A mode 6,1976.75,-0.00761339619058857,2.04698389344429
Uribe-A mode 6,1977,-0.0070331407340886,2.0393704972537
Uribe-A mode 6,1977.25,0.062363535934171,2.03233735651961
Uribe-A mode 6,1977.5,0.0777331848291785,2.09470089245378
Uribe-A mode 6,1977.75,0.0631206080153191,2.17243407728296
Uribe-A mode 6,1978,-0.00676439649909169,2.23555468529828
Uribe-A mode 6,1978.25,0.144271949022941,2.22879028879919
Uribe-A mode 6,1978.5,0.0595518507361383,2.37306223782213
Uribe-A mode 6,1978.75,0.161966057011317,2.43261408855827
Uribe-A mode 6,1979,0.0307594966536598,2.59458014556958
Uribe-A mode 6,1979.25,0.026201507083134,2.62533964222324
Uribe-A mode 6,1979.5,0.0609650293642548,2.65154114930638
Uribe-A mode 6,1979.75,0.190170069601678,2.71250617867063
Uribe-A mode 6,1980,0.115273400641267,2.90267624827231
Uribe-A mode 6,1980.25,-0.275172261481253,3.01794964891358
Uribe-A mode 6,1980.5,-0.256582501062686,2.74277738743232
Uribe-A mode 6,1980.75,0.563705244636053,2.48619488636964
Uribe-A mode 6,1981,-0.0252208483120864,3.04990013100569
Uribe-A mode 6,1981.25,-0.0709321572930446,3.02467928269361
Uribe-A mode 6,1981.5,-0.102531227937698,2.95374712540056
Uribe-A mode 6,1981.75,-0.499591766489022,2.85121589746286
Uribe-A mode 6,1982,-0.0613569600482943,2.35162413097384
Uribe-A mode 6,1982.25,-0.0387033150789847,2.29026717092555
Uribe-A mode 6,1982.5,-0.401803554862401,2.25156385584656
Uribe-A mode 6,1982.75,-0.221394391594839,1.84976030098416
Uribe-A mode 6,1983,-0.100422638369271,1.62836590938932
Uribe-A mode 6,1983.25,0.00192074627014802,1.52794327102005
Uribe-A mode 6,1983.5,0.0486101505125134,1.5298640172902
Uribe-A mode 6,1983.75,-0.0220258346259299,1.57847416780271
Uribe-A mode 6,1984,0.0169164931323124,1.55644833317678
Uribe-A mode 6,1984.25,0.0604632931514594,1.57336482630909
Uribe-A mode 6,1984.5,0.0431978146687359,1.63382811946055
Uribe-A mode 6,1984.75,-0.21791635308824,1.67702593412929
Uribe-A mode 6,1985,-0.0621617274512455,1.45910958104105
Uribe-A mode 6,1985.25,-0.0751110526919319,1.3969478535898
Uribe-A mode 6,1985.5,-0.00604462253169293,1.32183680089787
Uribe-A mode 6,1985.75,-0.00863571143645276,1.31579217836618
Uribe-A mode 6,1986,-0.0391543999092061,1.30715646692973
Uribe-A mode 6,1986.25,-0.0862534222917838,1.26800206702052
Uribe-A mode 6,1986.5,-0.0296014385136725,1.18174864472874
Uribe-A mode 6,1986.75,0.0378421156636828,1.15214720621506
